RSI,regime_id,regime_mean,variable,time
0.0,4.0,-0.9157894736842106,-1.155124653739612,1976.0
0.9026657405325802,5.0,-0.9473684210526315,1.6371191135734071,1977.0
0.0,5.0,0.6623268698060938,0.3407202216066478,1978.0
0.0,5.0,0.6623268698060938,-0.5900277008310248,1979.0
0.0,5.0,0.6623268698060938,-0.1163434903047098,1980.0
0.0,5.0,0.6623268698060938,0.5817174515235455,1981.0
0.0,5.0,0.6623268698060938,0.3407202216066478,1982.0
0.0,5.0,0.6623268698060938,0.548476454293628,1983.0
0.0,5.0,0.6623268698060938,1.4958448753462603,1984.0
0.0,5.0,0.6623268698060938,1.271468144044321,1985.0
0.0,5.0,0.6623268698060938,1.113573407202216,1986.0
0.0,5.0,0.6623268698060938,1.8781163434903043,1987.0
0.0,5.0,0.6623268698060938,0.9224376731301932,1988.0
0.009609047206301097,6.0,0.7445983379501382,-0.9556786703601108,1989.0
0.0,6.0,-0.08476454293628825,-0.3074792243767308,1990.0
0.0,6.0,-0.08476454293628825,-2.03601108033241,1991.0
0.0,6.0,-0.08476454293628825,0.0498614958448744,1992.0
0.0,6.0,-0.08476454293628825,0.0581717451523542,1993.0
0.0,6.0,-0.08476454293628825,1.2049861495844874,1994.0
0.0,6.0,-0.08476454293628825,-0.4986149584487536,1995.0
0.0,6.0,-0.08476454293628825,0.5900277008310244,1996.0
0.0,6.0,-0.08476454293628825,0.2243767313019393,1997.0
0.0,6.0,-0.08476454293628825,0.8227146814404427,1998.0
0.0,6.0,-0.08476454293628825,-0.3324099722991689,1999.0
0.0,6.0,-0.08476454293628825,-2.0027700831024933,2000.0
0.0,6.0,-0.19196675900277033,0.5900277008310253,2001.0
0.0,6.0,0.0706371191135732,0.2659279778393348,2002.0
0.13420610465141997,7.0,0.09224376731301924,2.0858725761772847,2003.0
